infant1,infant2,sample1,sample2,NCBI_sample_code1,NCBI_sample_code2,column_distance_on_plate,physical_distance_on_plate,sample_pairs_v1,sample_pairs_v2,infant_pairs,sibling,name,popANI,percent_compared,conANI,coverage_overlap,completeness,contamination,strain_heterogeneity,compared_bases_count,consensus_SNPs,population_SNPs,genome,phylum,genus,species,name1,name2,plate_loc1,plate_loc2
#114,#121,#114D237,#121D122,L3_114_237G1,L3_121_122G1,1.0,2.23606797749979,#114D237-vs-#121D122,#121D122-vs-#114D237,#114-vs-#121,No,Bifidobacterium_catenulatum_dasL3_058_000G1_concoct_118.fa,1.0,0.5845886776867116,0.9995712806105228,0.733352207157832,99.7,0.57,100.0,1205917,517,0,dasL3_058_000G1_concoct_118.fa,Actinobacteria,Bifidobacterium,Bifidobacterium catenulatum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_122G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Bacteroides_vulgatus_dasL3_132_122G1_maxbin2.maxbin.001.fasta.fa,0.999998510205465,0.5479375511344423,0.9995444953209278,0.8522500300124484,93.79,1.09,20.0,2684934,1223,4,dasL3_132_122G1_maxbin2.maxbin.001.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Bifidobacterium_catenulatum_dasL2_019_244G1_concoct_31_sub.fa,1.0,0.6202057551023106,0.99955893071031,0.7976561891324592,99.55,0.15,0.0,1219763,538,0,dasL2_019_244G1_concoct_31_sub.fa,Actinobacteria,Bifidobacterium,Bifidobacterium catenulatum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Collinsella_sp900545445_dasL3_121_058G1_metabat.metabat.20.fa.fa,1.0,0.5810264957043497,0.9997722471166564,0.5973225798477643,100.0,0.81,0.0,1255747,286,0,dasL3_121_058G1_metabat.metabat.20.fa.fa,Actinobacteria,Collinsella,Collinsella sp900545445,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Collinsella_phocaeensis_dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,0.9999981676759718,0.7705276860332577,0.9995626853319408,0.793353003307031,99.6,0.0,0.0,1637265,716,3,dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,Actinobacteria,Collinsella,Collinsella phocaeensis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Bifidobacterium_adolescentis_dasL2_013_033G1_maxbin2.maxbin.011.fasta.fa,0.9999969474112216,0.7536342709856,0.9992692102464416,0.8917637313060929,100.0,0.45,0.0,1637954,1197,5,dasL2_013_033G1_maxbin2.maxbin.011.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium adolescentis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Bifidobacterium_bifidum_dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,0.9999995114489496,0.9173716583483924,0.999074684310525,0.988206907555758,99.54,0.0,0.0,2046869,1894,1,dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium bifidum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.999999673859053,0.592132004987092,0.9997446316384768,0.7231918415678601,99.24,0.0,0.0,3066159,783,1,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Bifidobacterium_adolescentis_dasL2_021_061G1_maxbin2.maxbin.002.fasta.fa,0.9999982328705516,0.5489944696924497,0.9995149229664096,0.8003126019103184,100.0,0.39,0.0,1131779,549,2,dasL2_021_061G1_maxbin2.maxbin.002.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium adolescentis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Bifidobacterium_catenulatum_dasL3_058_000G1_concoct_118.fa,0.9999958524156776,0.5843967099838233,0.9995744578485152,0.7803632853242399,99.7,0.57,100.0,1205521,513,5,dasL3_058_000G1_concoct_118.fa,Actinobacteria,Bifidobacterium,Bifidobacterium catenulatum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D243,L3_114_237G1,L3_121_243G1,1.0,1.4142135623730951,#114D237-vs-#121D243,#121D243-vs-#114D237,#114-vs-#121,No,Bacteroides_vulgatus_dasL3_060_000G1_concoct_52.fa,0.9999997141266054,0.7255931656694576,0.9994791386748968,0.937483831271557,99.25,0.0,0.0,3498052,1822,1,dasL3_060_000G1_concoct_52.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_243G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bacteroides_vulgatus_dasL3_132_122G1_maxbin2.maxbin.001.fasta.fa,0.9999929845601244,0.5527085004651972,0.9995251654905344,0.8040266027950039,93.79,1.09,20.0,2708312,1286,19,dasL3_132_122G1_maxbin2.maxbin.001.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Collinsella_sp900545445_dasL3_121_058G1_metabat.metabat.20.fa.fa,1.0,0.5809228522673853,0.99973317892225,0.5994020846229761,100.0,0.81,0.0,1255523,335,0,dasL3_121_058G1_metabat.metabat.20.fa.fa,Actinobacteria,Collinsella,Collinsella sp900545445,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Collinsella_phocaeensis_dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,0.999998782841226,0.7733071606532566,0.9994808817828454,0.7930812892797414,99.6,0.0,0.0,1643171,853,2,dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,Actinobacteria,Collinsella,Collinsella phocaeensis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bifidobacterium_adolescentis_dasL2_013_033G1_maxbin2.maxbin.011.fasta.fa,0.9999963389140488,0.7540502078073734,0.9992494773799804,0.8742760770503728,100.0,0.45,0.0,1638858,1230,6,dasL2_013_033G1_maxbin2.maxbin.011.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium adolescentis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bifidobacterium_bifidum_dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,0.9999995114577808,0.9173882411152224,0.9990292666101912,0.9875296216013396,99.54,0.0,0.0,2046906,1987,1,dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium bifidum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Parabacteroides_merdae_dasL3_082_000M1_concoct_68.fa,1.0,0.5265941250713121,0.9996197828387202,0.6656915881011948,99.41,0.0,0.0,2217154,843,0,dasL3_082_000M1_concoct_68.fa,Bacteroidetes,Parabacteroides,Parabacteroides merdae,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bacteroides_ovatus_dasL3_068_243G1_maxbin2.maxbin.004.fasta.fa,0.999997573803548,0.5787981782456416,0.9988092766969222,0.7155312243863912,99.39,0.0,0.0,3709510,4417,9,dasL3_068_243G1_maxbin2.maxbin.004.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides ovatus,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.9999993672528016,0.6104127946408846,0.9996602147543991,0.7273133964009016,99.24,0.0,0.0,3160820,1074,2,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bifidobacterium_catenulatum_dasL3_058_000G1_concoct_118.fa,0.999995850422676,0.5841160299333882,0.9994987310592544,0.8003593332313558,99.7,0.57,100.0,1204942,604,5,dasL3_058_000G1_concoct_118.fa,Actinobacteria,Bifidobacterium,Bifidobacterium catenulatum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bacteroides_uniformis_dasL2_026_030G1_concoct_3.fa,0.9999995633094332,0.5042920798903835,0.9977851054454876,0.6495730991220722,99.26,0.02,100.0,2289951,5072,1,dasL2_026_030G1_concoct_3.fa,Bacteroidetes,Bacteroides,Bacteroides uniformis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bacteroides_caccae_dasL3_060_256G1_metabat.metabat.16.fa.fa,1.0,0.7873647844938106,0.9992032578770716,0.9336660724274854,98.69,0.08,0.0,4084132,3254,0,dasL3_060_256G1_metabat.metabat.16.fa.fa,Bacteroidetes,Bacteroides,Bacteroides caccae,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#121,#114D237,#121D363,L3_114_237G1,L3_121_363G1,1.0,1.0,#114D237-vs-#121D363,#121D363-vs-#114D237,#114-vs-#121,No,Bacteroides_vulgatus_dasL3_060_000G1_concoct_52.fa,0.9999997151250372,0.7281362302697287,0.999516282313367,0.9130697240504608,99.25,0.0,0.0,3510312,1698,1,dasL3_060_000G1_concoct_52.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_121_363G1.shrink.sort.bam,P4,P4
#114,#122,#114D237,#122D31,L3_114_237G1,L3_122_031G1,2.0,6.324555320336759,#114D237-vs-#122D31,#122D31-vs-#114D237,#114-vs-#122,No,Clostridium_butyricum_dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,0.999999542451886,0.9526662012807774,0.999791586834053,0.9550338300711154,100.0,0.0,0.0,4371125,911,2,dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,Firmicutes,Clostridium,Clostridium butyricum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_031G1.shrink.sort.bam,P4,P4
#114,#122,#114D237,#122D64,L3_114_237G1,L3_122_064G1,2.0,5.385164807134504,#114D237-vs-#122D64,#122D64-vs-#114D237,#114-vs-#122,No,Clostridium_butyricum_dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,0.9999990848560376,0.9526165097496746,0.9996257061193616,0.9573737155026576,100.0,0.0,0.0,4370897,1636,4,dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,Firmicutes,Clostridium,Clostridium butyricum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_122_064G1.shrink.sort.bam,P4,P4
#114,#123,#114D237,#123D31,L3_114_237G1,L3_123_031G1,2.0,2.0,#114D237-vs-#123D31,#123D31-vs-#114D237,#114-vs-#123,No,Clostridium_butyricum_dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,1.0,0.9530816050451724,0.9997873328590628,0.9549538255945522,100.0,0.0,0.0,4373031,930,0,dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,Firmicutes,Clostridium,Clostridium butyricum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_123_031G1.shrink.sort.bam,P4,P4
#114,#128,#114D237,#128D37,L3_114_237G1,L3_128_037G1,4.0,6.4031242374328485,#114D237-vs-#128D37,#128D37-vs-#114D237,#114-vs-#128,No,Collinsella_phocaeensis_dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,0.999999302782178,0.6749953644048413,0.9992609491086768,0.7304396753291774,99.6,0.0,0.0,1434272,1060,1,dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,Actinobacteria,Collinsella,Collinsella phocaeensis,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#114,#128,#114D237,#128D37,L3_114_237G1,L3_128_037G1,4.0,6.4031242374328485,#114D237-vs-#128D37,#128D37-vs-#114D237,#114-vs-#128,No,Bifidobacterium_bifidum_dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,0.9999974319136096,0.6980807016034191,0.9989400223423516,0.763786572194335,99.54,0.0,0.0,1557580,1651,4,dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium bifidum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#114,#128,#114D237,#128D37,L3_114_237G1,L3_128_037G1,4.0,6.4031242374328485,#114D237-vs-#128D37,#128D37-vs-#114D237,#114-vs-#128,No,Bacteroides_vulgatus_dasL3_060_000G1_concoct_52.fa,0.9999990507659844,0.655563679810328,0.999102024621232,0.8902405668225806,99.25,0.0,0.0,3160443,2838,3,dasL3_060_000G1_concoct_52.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#114,NC,#114D237,NC4,L3_114_237G1,L3_EC_002P2,4.0,4.0,#114D237-vs-NC4,NC4-vs-#114D237,#114-vs-NC,No,Clostridium_butyricum_dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,0.9999993139269177,0.9530120804906907,0.9993194155023244,0.9566100738147524,100.0,0.0,0.0,4372712,2976,3,dasL3_123_031G1_maxbin2.maxbin.004.fasta_sub.fa,Firmicutes,Clostridium,Clostridium butyricum,NIHL.delta.fasta-vs-L3_114_237G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_EC_002P2.shrink.sort.bam,P4,P4
#121,#128,#121M,#128D37,L3_121_000M1,L3_128_037G1,3.0,3.1622776601683795,#121M-vs-#128D37,#128D37-vs-#121M,#121-vs-#128,No,Bifidobacterium_bifidum_dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,0.999997191427394,0.6383069981068755,0.999355432586885,0.727350503533885,99.54,0.0,0.0,1424211,918,4,dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium bifidum,NIHL.delta.fasta-vs-L3_121_000M1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121M,#128D37,L3_121_000M1,L3_128_037G1,3.0,3.1622776601683795,#121M-vs-#128D37,#128D37-vs-#121M,#121-vs-#128,No,Alistipes_sp._CAG:29_dasL2_022_366G1_maxbin2.maxbin.019.fasta.fa,0.9999995491163356,0.6436986740695486,0.9984268668950844,0.706927178351432,99.28,0.48,0.0,2217867,3489,1,dasL2_022_366G1_maxbin2.maxbin.019.fasta.fa,Bacteroidetes,Alistipes,Alistipes sp. CAG:29,NIHL.delta.fasta-vs-L3_121_000M1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121M,#128D37,L3_121_000M1,L3_128_037G1,3.0,3.1622776601683795,#121M-vs-#128D37,#128D37-vs-#121M,#121-vs-#128,No,Bacteroides_vulgatus_dasL3_060_000G1_concoct_52.fa,1.0,0.6665683458982712,0.999375446554158,0.8304778623361772,99.25,0.0,0.0,3213496,2007,0,dasL3_060_000G1_concoct_52.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_121_000M1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D24,#128D37,L3_121_024G1,L3_128_037G1,3.0,3.0,#121D24-vs-#128D37,#128D37-vs-#121D24,#121-vs-#128,No,Collinsella_phocaeensis_dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,1.0,0.8529283313457533,0.999503408548546,0.8869497775130384,99.6,0.0,0.0,1812355,900,0,dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,Actinobacteria,Collinsella,Collinsella phocaeensis,NIHL.delta.fasta-vs-L3_121_024G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D24,#128D37,L3_121_024G1,L3_128_037G1,3.0,3.0,#121D24-vs-#128D37,#128D37-vs-#121D24,#121-vs-#128,No,Bifidobacterium_adolescentis_dasL2_013_033G1_maxbin2.maxbin.011.fasta.fa,0.9999977098519878,0.6027214414971517,0.9992266933545249,0.7006884603222171,100.0,0.45,0.0,1309959,1013,3,dasL2_013_033G1_maxbin2.maxbin.011.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium adolescentis,NIHL.delta.fasta-vs-L3_121_024G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D24,#128D37,L3_121_024G1,L3_128_037G1,3.0,3.0,#121D24-vs-#128D37,#128D37-vs-#121D24,#121-vs-#128,No,Bifidobacterium_bifidum_dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,0.9999993586598556,0.6988224442819034,0.9992021728604092,0.7561462715236176,99.54,0.0,0.0,1559235,1244,1,dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium bifidum,NIHL.delta.fasta-vs-L3_121_024G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D24,#128D37,L3_121_024G1,L3_128_037G1,3.0,3.0,#121D24-vs-#128D37,#128D37-vs-#121D24,#121-vs-#128,No,Alistipes_sp._CAG:29_dasL2_022_366G1_maxbin2.maxbin.019.fasta.fa,0.999999549143779,0.6437378555538302,0.9990743921781856,0.8268792319933274,99.28,0.48,0.0,2218002,2053,1,dasL2_022_366G1_maxbin2.maxbin.019.fasta.fa,Bacteroidetes,Alistipes,Alistipes sp. CAG:29,NIHL.delta.fasta-vs-L3_121_024G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D24,#128D37,L3_121_024G1,L3_128_037G1,3.0,3.0,#121D24-vs-#128D37,#128D37-vs-#121D24,#121-vs-#128,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.9999996720977122,0.5889513434094839,0.9995642178595916,0.6946211984557031,99.24,0.0,0.0,3049689,1329,1,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_121_024G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D24,#128D37,L3_121_024G1,L3_128_037G1,3.0,3.0,#121D24-vs-#128D37,#128D37-vs-#121D24,#121-vs-#128,No,Bacteroides_vulgatus_dasL3_060_000G1_concoct_52.fa,1.0,0.6667759811074777,0.9993952397529068,0.8366042949083144,99.25,0.0,0.0,3214497,1944,0,dasL3_060_000G1_concoct_52.fa,Bacteroidetes,Bacteroides,Bacteroides vulgatus,NIHL.delta.fasta-vs-L3_121_024G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D58,#128D37,L3_121_058G1,L3_128_037G1,3.0,3.1622776601683795,#121D58-vs-#128D37,#128D37-vs-#121D58,#121-vs-#128,No,Collinsella_phocaeensis_dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,1.0,0.8529283313457533,0.9995017532437078,0.8868770573223261,99.6,0.0,0.0,1812355,903,0,dasL3_121_243G1_maxbin2.maxbin.013.fasta.fa,Actinobacteria,Collinsella,Collinsella phocaeensis,NIHL.delta.fasta-vs-L3_121_058G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D58,#128D37,L3_121_058G1,L3_128_037G1,3.0,3.1622776601683795,#121D58-vs-#128D37,#128D37-vs-#121D58,#121-vs-#128,No,Bifidobacterium_adolescentis_dasL2_013_033G1_maxbin2.maxbin.011.fasta.fa,0.9999900762752748,0.6027366250315749,0.9990999945037832,0.7080233670613781,100.0,0.45,0.0,1309992,1179,13,dasL2_013_033G1_maxbin2.maxbin.011.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium adolescentis,NIHL.delta.fasta-vs-L3_121_058G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D58,#128D37,L3_121_058G1,L3_128_037G1,3.0,3.1622776601683795,#121D58-vs-#128D37,#128D37-vs-#121D58,#121-vs-#128,No,Bifidobacterium_bifidum_dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,0.9999993586598556,0.6988224442819034,0.9991912700779548,0.7557639155477183,99.54,0.0,0.0,1559235,1261,1,dasL2_040_365G1_maxbin2.maxbin.008.fasta.fa,Actinobacteria,Bifidobacterium,Bifidobacterium bifidum,NIHL.delta.fasta-vs-L3_121_058G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D58,#128D37,L3_121_058G1,L3_128_037G1,3.0,3.1622776601683795,#121D58-vs-#128D37,#128D37-vs-#121D58,#121-vs-#128,No,Alistipes_sp._CAG:29_dasL2_022_366G1_maxbin2.maxbin.019.fasta.fa,0.999995491395102,0.6437317606562754,0.9989783501301408,0.8272665625251142,99.28,0.48,0.0,2217981,2266,10,dasL2_022_366G1_maxbin2.maxbin.019.fasta.fa,Bacteroidetes,Alistipes,Alistipes sp. CAG:29,NIHL.delta.fasta-vs-L3_121_058G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
#121,#128,#121D58,#128D37,L3_121_058G1,L3_128_037G1,3.0,3.1622776601683795,#121D58-vs-#128D37,#128D37-vs-#121D58,#121-vs-#128,No,Bacteroides_fragilis_dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,0.9999996720977122,0.5889513434094839,0.999557331911549,0.6929478180052485,99.24,0.0,0.0,3049689,1350,1,dasL3_105_245G1_maxbin2.maxbin.009.fasta.fa,Bacteroidetes,Bacteroides,Bacteroides fragilis,NIHL.delta.fasta-vs-L3_121_058G1.shrink.sort.bam,NIHL.delta.fasta-vs-L3_128_037G1.shrink.sort.bam,P4,P4
